161    6.37943    0.953389   0.0802453
162    6.40036    0.923159   0.0743624
163    6.42175    0.892481   0.069352
164    6.44171    0.863835   0.0646101
165    6.46099    0.836162   0.0603852
166    6.47941    0.809642   0.056623
167    6.49681    0.784422   0.0532863
168    6.51303    0.760622   0.0503492
169    6.52793    0.738334   0.0477907
170    6.54143    0.717618   0.0455923
171    6.55345    0.698496   0.0437337
172    6.56399    0.680949   0.0421913
173    6.5731     0.664911   0.0409375
174    6.5809     0.650273   0.0399422
175    6.57548    0.650594   0.0380602
176    6.58565    0.632597   0.0386623
177    6.58042    0.632724   0.0374708
178    6.58971    0.613964   0.0407938
179    6.57897    0.622467   0.0375151
180    6.58941    0.600388   0.0444635
181    6.57807    0.617588   0.0348508
182    6.59552    0.587702   0.0432695
183    6.5948     0.59446    0.0343393
184    6.6186     0.55854    0.0437456
185    6.61861    0.564594   0.0351728
186    6.61861    0.564594   0.0351728
187    6.627      0.550414   0.039764
188    6.61675    0.563098   0.0364487
189    6.63141    0.544054   0.0401089
190    6.63649    0.541987   0.0367269
191    6.63454    0.544686   0.0357333
192    6.63718    0.540415   0.0369051
193    6.63718    0.540415   0.0369051
194    6.63718    0.540415   0.0369051
195    6.63718    0.540415   0.0369051
196    6.63718    0.540415   0.0369051
197    6.63718    0.540415   0.0369051
198    6.63718    0.540415   0.0369051
199    6.63718    0.540415   0.0369051
200    6.63718    0.540415   0.0369051
201    6.63718    0.540415   0.0369051
202    6.63718    0.540415   0.0369051
203    6.63718    0.540415   0.0369051
204    6.63718    0.540415   0.0369051
